status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Closed,Major,2010-03-01T17:09:10.614+0000,Improvement,sbanacho,2009-11-19T22:21:47.606+0000,2009-11-21T01:45:11.669+0000,0,AVRO,sbanacho,3,AVRO-220,1448.0,47,1,Fixed,1449.0190247,220,1,0,0,0,3,11
Closed,Major,2010-03-01T17:09:10.564+0000,Improvement,hammer,2009-11-19T10:51:15.578+0000,2010-01-04T18:09:59.513+0000,0,AVRO,hammer,17,AVRO-219,225.0,106,1,Fixed,1449.01902528,219,1,0,0,0,3,11
Closed,Major,2010-03-01T21:47:26.217+0000,Improvement,hammer,2009-11-19T10:31:21.538+0000,2010-01-04T15:58:50.277+0000,0,AVRO,hammer,1,AVRO-218,67.0,65,1,Won't Fix,1448.82578856,218,1,0,0,0,3,11
Open,Major,2011-05-06T19:25:18.051+0000,Improvement,hammer,2009-11-19T10:23:34.723+0000,,0,AVRO,hammer,4,AVRO-217,229.0,39,2,,1551.30069011,217,1,0,0,0,3,11
Closed,Major,2010-03-01T17:09:10.447+0000,Improvement,hammer,2009-11-19T10:19:32.676+0000,2009-11-20T02:50:19.447+0000,0,AVRO,hammer,2,AVRO-216,,30,1,Fixed,1449.01902664,216,1,0,0,0,3,11
Closed,Major,2010-03-01T21:47:26.186+0000,Improvement,hammer,2009-11-19T10:15:55.091+0000,2010-01-04T17:48:09.850+0000,0,AVRO,hammer,2,AVRO-215,210.0,134,0,Won't Fix,1448.82578892,215,1,0,0,0,3,11
Open,Major,2011-12-13T19:08:35.275+0000,Bug,hammer,2009-11-19T00:10:49.277+0000,,0,AVRO,,1,AVRO-214,361.0,118,2,,1551.72621611,214,1,0,0,0,3,11
Closed,Major,2011-12-13T19:10:03.716+0000,Improvement,cutting,2009-11-18T19:19:25.843+0000,2009-11-24T19:08:05.646+0000,0,AVRO,cutting,2,AVRO-213,91.0,35,0,Fixed,1449.01903362,213,1,0,0,0,2,11
Closed,Major,2010-03-01T21:47:26.150+0000,Bug,thiru_mg,2009-11-18T13:53:59.117+0000,2009-11-21T02:26:59.436+0000,0,AVRO,thiru_mg,1,AVRO-212,230.0,70,1,Duplicate,1448.82578933,212,1,0,0,0,2,11
Closed,Major,2010-03-01T17:09:09.793+0000,Bug,thiru_mg,2009-11-18T13:13:33.631+0000,2009-11-19T19:16:08.451+0000,0,AVRO,sbanacho,4,AVRO-211,178.0,40,1,Fixed,1449.01903422,211,1,0,0,0,2,11
Closed,Major,2010-03-01T17:09:09.755+0000,Bug,thiru_mg,2009-11-18T13:11:27.289+0000,2009-11-19T19:15:55.447+0000,0,AVRO,sbanacho,7,AVRO-210,1314.0,59,1,Fixed,1449.01903466,210,1,0,0,0,2,11
Open,Major,2009-11-18T05:57:59.488+0000,Bug,phunt,2009-11-18T05:57:59.488+0000,,0,AVRO,,0,AVRO-209,341.0,53,1,,1552.48512571,209,1,1,1,0,2,11
Closed,Major,2010-03-01T17:09:09.689+0000,Bug,phunt,2009-11-18T05:53:59.213+0000,2010-02-04T20:00:36.949+0000,0,AVRO,cutting,11,AVRO-208,140.0,56,1,Fixed,1449.01903542,208,1,0,1,0,2,11
Closed,Minor,2010-03-01T17:09:09.631+0000,Bug,phunt,2009-11-18T05:51:25.454+0000,2010-01-10T17:26:02.805+0000,0,AVRO,hammer,3,AVRO-207,205.0,54,1,Fixed,1449.01903609,207,1,0,1,0,2,11
Closed,Major,2010-03-01T17:09:09.596+0000,Bug,phunt,2009-11-18T05:17:51.868+0000,2010-01-13T22:16:19.827+0000,0,AVRO,phunt,5,AVRO-206,668.0,66,1,Not A Problem,1449.01903649,206,2,1,1,0,2,11
Closed,Major,2010-03-01T17:09:09.534+0000,Improvement,sbanacho,2009-11-17T18:50:44.358+0000,2010-01-04T17:06:33.258+0000,0,AVRO,sbanacho,1,AVRO-205,218.0,35,1,Fixed,1449.01903721,205,1,0,0,0,1,11
Closed,Major,2010-03-01T17:09:09.497+0000,Improvement,sbanacho,2009-11-16T22:43:37.723+0000,2009-11-17T01:12:28.380+0000,0,AVRO,sbanacho,1,AVRO-204,637.0,46,1,Fixed,1449.01903765,204,1,0,0,0,0,11
Closed,Major,2010-03-01T17:09:09.458+0000,Improvement,hammer,2009-11-16T11:44:43.210+0000,2009-11-19T00:49:44.190+0000,0,AVRO,hammer,3,AVRO-203,179.0,73,0,Fixed,1449.01903809,203,1,0,0,0,0,11
Closed,Minor,2010-03-01T17:09:09.387+0000,Improvement,hammer,2009-11-16T11:14:49.015+0000,2009-11-20T02:57:15.251+0000,0,AVRO,hammer,14,AVRO-202,137.0,34,1,Fixed,1449.01903892,202,1,0,0,0,0,11
Closed,Major,2010-03-01T17:09:09.346+0000,Improvement,hammer,2009-11-16T10:51:29.983+0000,2009-11-19T00:45:53.840+0000,0,AVRO,hammer,4,AVRO-201,235.0,57,1,Fixed,1449.01903939,201,1,0,0,0,0,11
Closed,Minor,2010-03-01T17:09:09.288+0000,Improvement,ehillenius,2009-11-16T06:49:56.644+0000,2009-11-16T21:42:16.251+0000,0,AVRO,,5,AVRO-200,256.0,39,2,Won't Fix,1449.01903989,200,1,1,1,0,0,11
Closed,Major,2010-03-01T17:09:09.038+0000,Improvement,hammer,2009-11-16T05:29:04.265+0000,2009-11-19T19:09:50.653+0000,0,AVRO,hammer,12,AVRO-199,954.0,29,1,Fixed,1449.01904296,199,1,0,0,0,0,11
Closed,Major,2010-03-01T17:09:08.993+0000,Bug,phunt,2009-11-15T21:41:27.437+0000,2010-01-18T21:18:10.747+0000,0,AVRO,cutting,2,AVRO-198,394.0,78,1,Fixed,1449.0190435,198,1,0,1,0,6,11
Closed,Major,2010-03-01T17:09:08.960+0000,Improvement,sbanacho,2009-11-14T22:43:39.169+0000,2009-11-16T18:21:22.549+0000,0,AVRO,sbanacho,1,AVRO-197,334.0,50,1,Fixed,1449.01904387,197,1,0,0,0,5,11
Open,Minor,2011-12-06T16:44:16.060+0000,New Feature,justinsb,2009-11-13T19:34:57.952+0000,,3,AVRO,,4,AVRO-196,873.0,31,3,,1556.9177824,196,1,1,0,0,4,11
Closed,Major,2010-03-01T17:09:08.899+0000,Improvement,massie,2009-11-13T05:27:56.470+0000,2009-11-14T07:10:32.971+0000,0,AVRO,massie,1,AVRO-195,532.0,38,0,Fixed,1449.01904458,195,1,0,0,0,4,11
Closed,Major,2010-03-01T17:09:08.858+0000,Bug,sbanacho,2009-11-12T18:19:56.335+0000,2009-11-12T19:19:15.319+0000,0,AVRO,sbanacho,1,AVRO-194,165.0,33,0,Fixed,1449.01904505,194,1,0,0,0,3,11
Closed,Major,2011-12-13T19:10:04.272+0000,Bug,thiru_mg,2009-11-12T06:37:31.296+0000,2009-11-12T23:31:22.065+0000,0,AVRO,thiru_mg,3,AVRO-193,129.0,37,0,Fixed,1449.01904547,193,1,0,0,0,3,11
Closed,Minor,2010-03-01T17:09:08.756+0000,Improvement,cutting,2009-11-11T21:22:27.269+0000,2009-11-11T22:04:21.930+0000,0,AVRO,cutting,4,AVRO-192,162.0,61,1,Fixed,1449.01904624,192,1,1,0,0,2,11
Closed,Major,2010-03-01T17:09:08.718+0000,Bug,cutting,2009-11-11T01:25:49.606+0000,2009-11-12T02:18:21.158+0000,0,AVRO,sbanacho,3,AVRO-191,276.0,32,0,Fixed,1449.01904669,191,1,0,0,0,2,11
Closed,Major,2010-03-01T17:09:08.686+0000,Improvement,sbanacho,2009-11-10T22:22:11.962+0000,2009-11-12T18:17:03.054+0000,0,AVRO,sbanacho,2,AVRO-190,197.0,45,0,Fixed,1449.01904706,190,1,0,0,0,1,11
Closed,Minor,2010-03-01T17:09:08.622+0000,Bug,cutting,2009-11-10T18:38:59.696+0000,2009-11-10T23:33:35.735+0000,0,AVRO,massie,1,AVRO-189,207.0,19,0,Fixed,1449.01904779,189,1,0,0,0,1,11
Closed,Trivial,2010-03-01T17:09:08.443+0000,Bug,cutting,2009-11-10T18:37:52.523+0000,2009-11-10T22:09:00.129+0000,0,AVRO,massie,2,AVRO-188,173.0,26,0,Fixed,1449.01904987,188,1,0,0,0,1,11
Closed,Major,2010-03-01T17:09:07.918+0000,Improvement,massie,2009-11-10T08:29:38.965+0000,2009-11-10T18:52:57.971+0000,0,AVRO,massie,6,AVRO-187,137.0,76,0,Fixed,1449.01905584,187,1,0,0,0,1,11
Closed,Major,2010-03-01T17:09:07.802+0000,Improvement,massie,2009-11-09T06:00:24.251+0000,2009-11-10T08:34:44.910+0000,0,AVRO,massie,2,AVRO-186,228.0,36,1,Fixed,1449.01905729,186,1,0,3,0,0,11
Closed,Major,2010-03-01T17:09:07.667+0000,Improvement,cutting,2009-11-06T22:11:22.840+0000,2009-11-11T23:53:15.997+0000,0,AVRO,cutting,8,AVRO-185,316.0,37,0,Fixed,1449.01905886,185,1,1,0,0,4,11
Closed,Minor,2010-03-01T17:09:07.623+0000,Bug,thiru_mg,2009-11-06T17:57:02.711+0000,2009-12-04T14:36:55.986+0000,0,AVRO,thiru_mg,8,AVRO-184,1674.0,36,0,Fixed,1449.01905929,184,1,1,0,0,4,11
Open,Major,2010-06-22T16:14:18.128+0000,New Feature,cutting,2009-11-05T20:33:03.719+0000,,0,AVRO,johnyu0520,4,AVRO-183,107.0,95,0,,1564.87743789,183,1,1,0,0,3,11
Closed,Major,2010-03-01T17:09:07.539+0000,Bug,cutting,2009-11-05T20:28:08.209+0000,2009-11-11T21:12:23.006+0000,0,AVRO,cutting,14,AVRO-182,264.0,53,0,Fixed,1449.01906028,182,1,1,0,0,3,11
Closed,Major,2011-12-13T19:10:02.969+0000,Task,gkesavan,2009-11-04T19:53:42.868+0000,2010-01-14T01:33:09.579+0000,0,AVRO,gkesavan,4,AVRO-181,798.0,55,0,Fixed,1449.01906079,181,1,0,0,0,2,11
Closed,Major,2010-03-01T17:09:07.444+0000,Improvement,sbanacho,2009-11-03T18:14:17.178+0000,2009-11-03T18:26:23.802+0000,0,AVRO,sbanacho,1,AVRO-180,185.0,36,0,Fixed,1449.01906144,180,1,0,0,0,1,11
Closed,Major,2010-03-01T17:09:07.386+0000,Improvement,massie,2009-11-03T02:12:40.164+0000,2009-11-03T19:02:47.708+0000,0,AVRO,massie,1,AVRO-179,137.0,38,1,Fixed,1449.01906213,179,1,0,3,0,1,11
Closed,Major,2011-12-13T19:10:03.179+0000,Improvement,massie,2009-11-02T15:38:43.587+0000,2009-11-03T19:03:47.478+0000,0,AVRO,massie,1,AVRO-178,148.0,67,0,Fixed,1449.01906251,178,1,0,3,0,0,11
Closed,Major,2010-03-01T17:09:07.309+0000,Improvement,cutting,2009-10-30T19:53:50.977+0000,2009-11-05T21:40:57.420+0000,0,AVRO,cutting,2,AVRO-177,58.0,34,0,Fixed,1449.01906302,177,1,1,0,0,4,10
Closed,Major,2010-03-01T17:09:07.245+0000,Bug,sbanacho,2009-10-29T20:43:52.563+0000,2009-10-30T02:42:57.694+0000,0,AVRO,sbanacho,2,AVRO-176,225.0,62,0,Fixed,1449.01906375,176,1,0,0,0,3,10
Closed,Major,2010-03-01T17:09:07.040+0000,Improvement,massie,2009-10-29T20:17:06.053+0000,2009-10-31T23:20:01.195+0000,0,AVRO,massie,1,AVRO-175,312.0,75,0,Fixed,1449.01906612,175,1,0,3,0,3,10
Closed,Minor,2010-04-01T16:50:44.484+0000,Improvement,philip,2009-10-28T01:12:36.777+0000,2010-03-10T18:47:18.287+0000,0,AVRO,cutting,3,AVRO-174,142.0,44,0,Fixed,1418.03182717,174,1,1,0,0,2,10
Closed,Minor,2011-12-13T19:06:47.245+0000,New Feature,philip,2009-10-28T01:11:28.067+0000,2010-03-10T18:47:40.905+0000,0,AVRO,cutting,2,AVRO-173,78.0,27,0,Fixed,1418.03188385,173,1,1,0,0,2,10
Closed,Major,2010-03-01T17:09:06.903+0000,Improvement,massie,2009-10-26T21:41:39.698+0000,2009-10-27T17:48:51.162+0000,0,AVRO,massie,1,AVRO-172,843.0,66,1,Fixed,1449.01906771,172,1,0,3,0,0,10
Closed,Major,2010-03-01T17:09:06.837+0000,Bug,mrfish,2009-10-24T13:38:26.050+0000,2009-11-13T00:35:47.545+0000,0,AVRO,cutting,10,AVRO-171,736.0,61,1,Fixed,1449.01906848,171,1,1,1,0,5,10
Closed,Major,2010-03-01T17:09:06.788+0000,Bug,mrfish,2009-10-24T00:55:54.045+0000,2009-11-12T19:43:47.568+0000,0,AVRO,cutting,1,AVRO-170,568.0,33,1,Duplicate,1449.01906894,170,1,1,1,0,5,10
Closed,Trivial,2010-03-01T17:09:06.731+0000,Bug,hammer,2009-10-23T10:06:04.286+0000,2009-11-05T22:49:10.095+0000,0,AVRO,hammer,2,AVRO-169,44.0,25,1,Fixed,1449.01906972,169,1,0,0,0,4,10
Closed,Major,2010-03-01T17:09:06.643+0000,Improvement,massie,2009-10-22T22:05:34.497+0000,2009-10-23T18:59:41.361+0000,0,AVRO,massie,1,AVRO-168,1316.0,63,0,Fixed,1449.01907074,168,0,0,3,0,3,10
Closed,Major,2010-03-01T17:09:06.610+0000,Improvement,philip,2009-10-21T06:23:55.421+0000,2009-10-21T17:46:51.864+0000,0,AVRO,philip,1,AVRO-167,465.0,57,0,Fixed,1449.01907111,167,1,1,0,0,2,10
Closed,Major,2011-12-13T19:06:44.792+0000,Improvement,philip,2009-10-21T06:07:26.878+0000,2009-10-21T17:11:54.769+0000,0,AVRO,philip,2,AVRO-166,536.0,74,0,Fixed,1449.01907176,166,1,1,0,0,2,10
Closed,Minor,2010-03-01T17:09:06.489+0000,Bug,philip,2009-10-21T05:27:07.288+0000,2009-10-21T16:47:42.485+0000,0,AVRO,philip,2,AVRO-165,152.0,43,0,Fixed,1449.01907253,165,1,1,0,0,2,10
Closed,Major,2010-03-01T17:09:06.454+0000,Improvement,philip,2009-10-21T05:08:27.407+0000,2009-11-11T23:54:10.279+0000,0,AVRO,cutting,2,AVRO-164,296.0,70,0,Duplicate,1449.01907292,164,1,1,0,0,2,10
Closed,Critical,2010-03-01T17:09:03.032+0000,Improvement,massie,2009-10-20T23:01:20.043+0000,2010-01-12T01:13:54.428+0000,0,AVRO,cutting,41,AVRO-163,1940.0,56,3,Fixed,1449.01911253,163,4,1,0,0,1,10
Closed,Major,2010-03-01T17:09:02.973+0000,Bug,massie,2009-10-20T22:09:58.629+0000,2009-10-22T16:17:27.238+0000,0,AVRO,massie,1,AVRO-162,190.0,45,0,Fixed,1449.01911323,162,1,0,0,0,1,10
Closed,Major,2010-03-01T21:47:26.085+0000,Test,hammer,2009-10-20T21:26:57.106+0000,2009-12-23T13:14:29.809+0000,0,AVRO,hammer,6,AVRO-161,196.0,110,1,Duplicate,1448.82579016,161,1,0,0,0,1,10
Closed,Major,2010-03-01T17:09:02.892+0000,Improvement,cutting,2009-10-20T20:30:35.446+0000,2009-12-31T17:32:27.672+0000,1,AVRO,cutting,49,AVRO-160,691.0,43,3,Fixed,1449.01911417,160,1,0,0,0,1,10
Closed,Major,2011-03-12T00:32:47.766+0000,Sub-task,chirino,2009-10-20T20:14:09.762+0000,2010-12-16T00:41:56.939+0000,1,AVRO,scott_carey,10,AVRO-159,,49,5,Fixed,1073.71095589,159,1,1,0,0,1,10
Closed,Major,2010-03-01T17:09:02.825+0000,New Feature,hammer,2009-10-20T20:12:56.692+0000,2009-11-07T00:56:33.113+0000,0,AVRO,cutting,6,AVRO-158,68.0,34,1,Fixed,1449.01911481,158,1,1,0,0,1,10
Closed,Major,2010-03-01T17:09:02.754+0000,Improvement,sbanacho,2009-10-20T18:20:02.554+0000,2009-10-28T20:27:26.547+0000,0,AVRO,sbanacho,3,AVRO-157,312.0,24,0,Fixed,1449.01911576,157,1,0,0,0,1,10
Closed,Trivial,2011-12-13T19:06:49.998+0000,Bug,hammer,2009-10-20T08:01:13.357+0000,2009-10-20T18:01:58.910+0000,0,AVRO,hammer,2,AVRO-156,93.0,54,0,Fixed,1449.01911626,156,1,1,0,0,1,10
Closed,Major,2010-03-01T17:09:02.639+0000,Improvement,hammer,2009-10-19T08:53:31.608+0000,2009-10-20T06:27:16.985+0000,0,AVRO,hammer,5,AVRO-155,367.0,36,1,Fixed,1449.01911694,155,1,0,0,0,0,10
Closed,Major,2011-12-13T19:06:52.776+0000,New Feature,philip,2009-10-16T06:17:34.729+0000,2009-11-20T04:39:47.995+0000,0,AVRO,philip,7,AVRO-154,373.0,38,1,Fixed,1449.01911785,154,1,1,0,0,4,10
Open,Major,2010-10-25T17:33:08.962+0000,Improvement,philip,2009-10-16T03:20:43.911+0000,,0,AVRO,,5,AVRO-153,289.0,58,5,,1585.59433387,153,1,0,0,0,4,10
Closed,Major,2011-12-13T19:06:52.439+0000,New Feature,philip,2009-10-16T03:00:34.741+0000,2010-01-08T19:50:19.663+0000,0,AVRO,philip,16,AVRO-152,151.0,70,1,Fixed,1449.01911836,152,1,1,0,0,4,10
Closed,Major,2010-03-01T17:09:02.457+0000,New Feature,massie,2009-10-15T23:35:56.666+0000,2009-10-15T23:44:43.197+0000,0,AVRO,massie,7,AVRO-151,1443.0,34,0,Fixed,1449.01911902,151,1,0,0,0,3,10
Closed,Major,2010-09-08T21:07:37.518+0000,Bug,cutting,2009-10-15T16:48:32.415+0000,2010-06-15T23:39:38.586+0000,0,AVRO,johnyu0520,12,AVRO-150,121.0,50,2,Fixed,1257.85343558,150,1,1,1,0,3,10
Closed,Major,2010-03-01T17:09:02.370+0000,New Feature,philip,2009-10-15T05:42:37.899+0000,2009-10-27T23:59:03.210+0000,0,AVRO,philip,18,AVRO-149,178.0,60,1,Fixed,1449.01912022,149,0,0,0,0,3,10
Closed,Major,2010-03-01T17:09:02.293+0000,Improvement,sbanacho,2009-10-14T01:27:53.180+0000,2009-10-20T22:32:20.206+0000,0,AVRO,sbanacho,5,AVRO-148,126.0,35,0,Fixed,1449.01912111,148,1,0,0,0,2,10
Closed,Major,2010-03-01T17:09:01.999+0000,Improvement,sbanacho,2009-10-14T01:01:15.668+0000,2009-10-15T15:47:48.236+0000,0,AVRO,sbanacho,11,AVRO-147,214.0,43,0,Fixed,1449.0191242,147,1,0,0,0,2,10
Closed,Major,2011-12-13T19:08:34.553+0000,New Feature,philip,2009-10-14T00:11:59.496+0000,2009-10-22T22:24:49.443+0000,0,AVRO,philip,13,AVRO-146,1032.0,44,1,Fixed,1449.01912537,146,1,0,0,0,2,10
Open,Major,2009-10-13T21:35:26.905+0000,Test,cutting,2009-10-13T21:35:26.905+0000,,0,AVRO,,0,AVRO-145,145.0,35,1,,1587.83411404,145,1,1,0,0,1,10
Open,Major,2010-04-05T17:30:29.441+0000,Test,cutting,2009-10-13T21:32:31.726+0000,,0,AVRO,,1,AVRO-144,99.0,28,4,,1587.83614158,144,1,1,0,0,1,10
Open,Major,2009-10-15T00:41:07.064+0000,Improvement,cutting,2009-10-13T21:29:38.578+0000,,0,AVRO,,6,AVRO-143,504.0,33,5,,1587.83814561,143,1,1,0,0,1,10
Closed,Minor,2010-03-01T17:09:01.637+0000,Improvement,philip,2009-10-13T19:56:34.503+0000,2009-10-14T20:47:17.701+0000,0,AVRO,philip,6,AVRO-142,472.0,49,0,Fixed,1449.01912792,142,1,1,0,0,1,10
Closed,Major,2010-03-01T17:10:28.287+0000,Bug,isabel,2009-10-13T07:41:16.912+0000,2009-10-14T18:54:22.834+0000,0,AVRO,isabel,2,AVRO-141,384.0,91,1,Fixed,1449.01812556,141,1,1,1,0,1,10
Closed,Major,2009-10-14T18:53:06.270+0000,Improvement,cutting,2009-10-08T21:06:52.065+0000,2009-10-09T20:54:59.077+0000,0,AVRO,cutting,2,AVRO-140,41.0,44,0,Fixed,1586.94685287,140,1,1,0,0,3,10
Closed,Major,2009-10-14T18:53:06.210+0000,New Feature,cutting,2009-10-08T20:33:46.435+0000,2009-10-09T20:53:07.055+0000,0,AVRO,cutting,2,AVRO-139,190.0,42,1,Fixed,1586.94685357,139,1,1,0,0,3,10
Closed,Major,2011-12-13T19:06:51.385+0000,Bug,thiru_mg,2009-10-07T19:02:42.198+0000,2009-10-07T19:41:36.718+0000,0,AVRO,thiru_mg,1,AVRO-138,618.0,46,0,Fixed,1586.94685421,138,1,1,0,0,2,10
Closed,Major,2012-05-11T21:19:59.238+0000,Bug,amareshwari,2009-10-07T06:35:31.471+0000,2009-10-09T06:00:46.969+0000,0,AVRO,sharadag,4,AVRO-137,108.0,60,0,Fixed,1586.94685484,137,1,1,0,0,2,10
Closed,Major,2010-03-01T17:10:28.177+0000,Improvement,phunt,2009-10-06T06:14:04.690+0000,2010-02-16T21:25:35.502+0000,0,AVRO,hammer,19,AVRO-136,77.0,46,3,Fixed,1449.01812711,136,1,0,1,0,1,10
Closed,Blocker,2010-03-01T17:10:27.938+0000,New Feature,cutting,2009-10-05T21:50:03.066+0000,2010-01-22T01:30:13.370+0000,0,AVRO,philip,27,AVRO-135,71.0,29,8,Fixed,1449.01812987,135,2,1,0,0,0,10
Closed,Major,2011-12-13T19:06:45.948+0000,Bug,thiru_mg,2009-10-05T21:05:34.639+0000,2009-10-07T18:36:56.806+0000,0,AVRO,thiru_mg,7,AVRO-134,521.0,72,2,Fixed,1586.94685696,134,1,1,0,0,0,10
Closed,Major,2009-10-14T18:53:05.847+0000,Bug,jonbratseth,2009-10-05T17:10:33.045+0000,2009-10-06T17:39:41.126+0000,0,AVRO,cutting,7,AVRO-133,227.0,39,1,Fixed,1586.94685778,133,1,0,0,0,0,10
Closed,Major,2009-10-20T18:08:09.837+0000,Bug,sbanacho,2009-10-02T19:11:14.286+0000,2009-10-08T00:13:50.355+0000,0,AVRO,sbanacho,4,AVRO-132,407.0,68,0,Fixed,1580.97806111,132,1,0,0,0,4,10
Closed,Major,2011-12-13T19:06:53.755+0000,Improvement,gkesavan,2009-09-30T11:30:52.517+0000,2009-10-06T21:33:34.160+0000,0,AVRO,gkesavan,2,AVRO-131,99.0,52,0,Fixed,1586.94685855,131,1,1,1,0,2,9
Closed,Major,2010-03-01T17:10:27.879+0000,Bug,phunt,2009-09-30T04:09:39.001+0000,2010-01-07T19:27:23.581+0000,0,AVRO,hammer,2,AVRO-130,792.0,71,1,Fixed,1449.01813056,130,1,0,1,0,2,9
Closed,Major,2009-10-14T18:53:05.646+0000,New Feature,cutting,2009-09-29T21:10:49.573+0000,2009-09-30T20:53:08.598+0000,0,AVRO,cutting,2,AVRO-129,45.0,26,2,Fixed,1586.94686012,129,1,1,0,0,1,9
Closed,Minor,2011-12-13T19:06:52.618+0000,Improvement,yangyangyyy,2009-09-28T20:59:43.470+0000,2010-01-14T01:36:38.491+0000,0,AVRO,,1,AVRO-128,584.0,27,2,Not A Problem,1448.82579073,128,1,1,0,0,0,9
Closed,Major,2011-12-13T19:06:46.167+0000,New Feature,yangyangyyy,2009-09-28T16:41:55.933+0000,2009-09-29T00:23:03.129+0000,0,AVRO,,4,AVRO-127,363.0,62,2,Fixed,1580.97806466,127,1,1,0,0,0,9
Closed,Major,2010-03-01T21:47:25.863+0000,Improvement,floleibert,2009-09-28T07:55:07.227+0000,2010-01-12T22:32:16.041+0000,0,AVRO,,7,AVRO-126,252.0,90,2,Duplicate,1448.82579264,126,1,1,0,0,0,9
Closed,Major,2009-10-14T18:53:05.608+0000,Bug,cutting,2009-09-25T19:22:33.875+0000,2009-09-25T21:47:26.952+0000,0,AVRO,cutting,2,AVRO-125,92.0,43,1,Fixed,1586.94686057,125,1,0,1,0,4,9
Closed,Blocker,2009-10-14T18:53:05.519+0000,Bug,phunt,2009-09-25T18:00:30.059+0000,2009-09-25T22:10:11.894+0000,0,AVRO,cutting,5,AVRO-124,418.0,58,0,Fixed,1586.94686159,124,1,1,1,0,4,9
Closed,Blocker,2009-10-14T18:53:05.456+0000,Bug,phunt,2009-09-25T07:49:34.055+0000,2009-09-25T21:23:14.413+0000,0,AVRO,cutting,4,AVRO-123,711.0,67,0,Fixed,1586.94686233,123,1,1,1,0,4,9
Closed,Minor,2009-10-14T18:53:05.398+0000,Bug,phunt,2009-09-24T18:11:19.457+0000,2009-09-24T21:46:43.638+0000,0,AVRO,phunt,2,AVRO-122,664.0,57,0,Fixed,1586.94686299,122,1,1,1,0,3,9
Closed,Critical,2009-10-14T18:53:05.371+0000,Improvement,cutting,2009-09-23T19:36:33.777+0000,2009-09-24T21:34:27.091+0000,0,AVRO,cutting,2,AVRO-121,297.0,73,0,Fixed,1586.9468633,121,1,1,0,0,2,9
Closed,Major,2009-10-14T18:53:05.305+0000,Improvement,cutting,2009-09-23T18:58:11.756+0000,2009-09-25T21:11:01.700+0000,0,AVRO,cutting,6,AVRO-120,276.0,48,0,Fixed,1586.94686407,120,1,1,1,0,2,9
Closed,Major,2009-10-14T18:53:05.265+0000,Bug,cutting,2009-09-22T18:08:50.036+0000,2009-09-23T22:38:09.353+0000,0,AVRO,cutting,2,AVRO-119,72.0,45,0,Fixed,1586.94686455,119,1,1,1,0,1,9
Closed,Major,2009-10-14T18:53:05.156+0000,Bug,cutting,2009-09-22T18:03:16.675+0000,2009-09-24T21:42:30.964+0000,0,AVRO,thiru_mg,5,AVRO-118,105.0,60,1,Fixed,1586.9468655,118,1,1,1,0,1,9
Closed,Major,2009-10-14T18:53:05.046+0000,Bug,sbanacho,2009-09-21T23:37:20.438+0000,2009-09-23T22:40:56.663+0000,0,AVRO,sbanacho,6,AVRO-117,359.0,38,0,Fixed,1586.94686689,117,1,0,0,0,0,9
Closed,Major,2009-10-14T18:53:04.785+0000,Improvement,sbanacho,2009-09-19T20:09:01.206+0000,2009-09-22T18:51:22.328+0000,0,AVRO,sbanacho,4,AVRO-116,244.0,35,1,Fixed,1586.94687001,116,1,0,0,0,5,9
Closed,Major,2009-10-14T18:53:04.744+0000,Improvement,cutting,2009-09-11T18:44:42.177+0000,2009-09-23T22:34:45.353+0000,1,AVRO,cutting,2,AVRO-115,1107.0,19,2,Fixed,1586.94687043,115,1,0,0,0,4,9
Closed,Major,2011-12-13T19:08:34.885+0000,Bug,massie,2009-09-11T04:54:50.155+0000,2009-09-11T17:32:25.982+0000,0,AVRO,massie,3,AVRO-114,58.0,57,1,Fixed,1614.79498681,114,1,0,0,0,4,9
Closed,Major,2009-10-14T18:53:04.645+0000,Bug,sbanacho,2009-09-08T21:10:33.815+0000,2009-09-22T18:47:48.370+0000,0,AVRO,sbanacho,1,AVRO-113,348.0,45,0,Fixed,1586.94687164,113,1,0,0,0,1,9
Closed,Trivial,2009-09-16T22:31:47.411+0000,Improvement,sbanacho,2009-09-04T22:30:06.596+0000,2009-09-08T20:23:16.283+0000,0,AVRO,sbanacho,2,AVRO-112,70.0,52,0,Fixed,1614.79498787,112,1,0,0,0,4,9
Closed,Major,2009-09-16T22:31:47.335+0000,Improvement,cutting,2009-09-02T18:18:46.252+0000,2009-09-04T16:40:00.092+0000,0,AVRO,cutting,1,AVRO-111,,31,0,Fixed,1614.79498856,111,1,0,0,0,2,9
Closed,Major,2009-09-16T22:31:47.223+0000,Improvement,cutting,2009-09-01T18:33:07.150+0000,2009-09-02T18:12:36.845+0000,0,AVRO,cutting,2,AVRO-110,564.0,59,0,Fixed,1614.79498976,110,1,1,0,0,1,9
Closed,Major,2009-09-16T22:31:46.689+0000,New Feature,cutting,2009-08-28T16:46:10.390+0000,2009-09-03T21:20:17.005+0000,0,AVRO,cutting,4,AVRO-109,259.0,40,0,Fixed,1614.79499623,109,1,0,0,0,4,8
Closed,Major,2009-09-16T22:31:46.662+0000,New Feature,cutting,2009-08-28T16:36:37.969+0000,2009-08-31T18:05:37.990+0000,0,AVRO,cutting,5,AVRO-108,459.0,21,2,Fixed,1614.79499654,108,1,1,0,0,4,8
